_key,apiVersion,status,IND/2000-01,IND/2000-02,IND/2000-03,IND/2000-04,IND/2000-05,IND/2000-06,IND/2000-07,IND/2000-08,IND/2000-09,IND/2000-10,IND/2000-11,IND/2000-12,IND/2001-01,IND/2001-02,IND/2001-03,IND/2001-04,IND/2001-05,IND/2001-06,IND/2001-07,IND/2001-08,IND/2001-09,IND/2001-10,IND/2001-11,IND/2001-12,IND/2002-01,IND/2002-02,IND/2002-03,IND/2002-04,IND/2002-05,IND/2002-06,IND/2002-07,IND/2002-08,IND/2002-09,IND/2002-10,IND/2002-11,IND/2002-12,IND/2003-01,IND/2003-02,IND/2003-03,IND/2003-04,IND/2003-05,IND/2003-06,IND/2003-07,IND/2003-08,IND/2003-09,IND/2003-10,IND/2003-11,IND/2003-12,IND/2004-01,IND/2004-02,IND/2004-03,IND/2004-04,IND/2004-05,IND/2004-06,IND/2004-07,IND/2004-08,IND/2004-09,IND/2004-10,IND/2004-11,IND/2004-12,IND/2005-01,IND/2005-02,IND/2005-03,IND/2005-04,IND/2005-05,IND/2005-06,IND/2005-07,IND/2005-08,IND/2005-09,IND/2005-10,IND/2005-11,IND/2005-12,IND/2006-01,IND/2006-02,IND/2006-03,IND/2006-04,IND/2006-05,IND/2006-06,IND/2006-07,IND/2006-08,IND/2006-09,IND/2006-10,IND/2006-11,IND/2006-12,IND/2007-01,IND/2007-02,IND/2007-03,IND/2007-04,IND/2007-05,IND/2007-06,IND/2007-07,IND/2007-08,IND/2007-09,IND/2007-10,IND/2007-11,IND/2007-12,IND/2008-01,IND/2008-02,IND/2008-03,IND/2008-04,IND/2008-05,IND/2008-06,IND/2008-07,IND/2008-08,IND/2008-09,IND/2008-10,IND/2008-11,IND/2008-12,IND/2009-01,IND/2009-02,IND/2009-03,IND/2009-04,IND/2009-05,IND/2009-06,IND/2009-07,IND/2009-08,IND/2009-09,IND/2009-10,IND/2009-11,IND/2009-12,IND/2010-01,IND/2010-02,IND/2010-03,IND/2010-04,IND/2010-05,IND/2010-06,IND/2010-07,IND/2010-08,IND/2010-09,IND/2010-10,IND/2010-11,IND/2010-12,IND/2011-01,IND/2011-02,IND/2011-03,IND/2011-04,IND/2011-05,IND/2011-06,IND/2011-07,IND/2011-08,IND/2011-09,IND/2011-10,IND/2011-11,IND/2011-12,IND/2012-01,IND/2012-02,IND/2012-03,IND/2012-04,IND/2012-05,IND/2012-06,IND/2012-07,IND/2012-08,IND/2012-09,IND/2012-10,IND/2012-11,IND/2012-12,IND/2013-01,IND/2013-02,IND/2013-03,IND/2013-04,IND/2013-05,IND/2013-06,IND/2013-07,IND/2013-08,IND/2013-09,IND/2013-10,IND/2013-11,IND/2013-12,IND/2014-01,IND/2014-02,IND/2014-03,IND/2014-04,IND/2014-05,IND/2014-06,IND/2014-07,IND/2014-08,IND/2014-09,IND/2014-10,IND/2014-11,IND/2014-12,IND/2015-01,IND/2015-02,IND/2015-03,IND/2015-04,IND/2015-05,IND/2015-06,IND/2015-07,IND/2015-08,IND/2015-09,IND/2015-10,IND/2015-11,IND/2015-12,IND/2016-01,IND/2016-02,IND/2016-03,IND/2016-04,IND/2016-05,IND/2016-06,IND/2016-07,IND/2016-08,IND/2016-09,IND/2016-10,IND/2016-11,IND/2016-12,IND/2017-01,IND/2017-02,IND/2017-03,IND/2017-04,IND/2017-05,IND/2017-06,IND/2017-07,IND/2017-08,IND/2017-09,IND/2017-10,IND/2017-11,IND/2017-12,IND/2018-01,IND/2018-02,IND/2018-03,IND/2018-04,IND/2018-05,IND/2018-06,IND/2018-07,IND/2018-08,IND/2018-09,IND/2018-10,IND/2018-11,IND/2018-12,IND/2019-01,IND/2019-02,IND/2019-03,IND/2019-04,IND/2019-05,IND/2019-06,IND/2019-07,IND/2019-08,IND/2019-09,IND/2019-10,IND/2019-11,IND/2019-12,IND/2020-01,IND/2020-02,IND/2020-03,IND/2020-04,IND/2020-05,IND/2020-06,IND/2020-07,IND/2020-08,IND/2020-09,IND/2020-10,IND/2020-11,IND/2020-12,IND/2021-01,IND/2021-02,IND/2021-03,IND/2021-04,IND/2021-05,IND/2021-06,IND/2021-07,IND/2021-08,IND/2021-09,IND/2021-10,IND/2021-11,IND/2021-12,IND/2022-01,IND/2022-02,IND/2022-03,IND/2022-04,IND/2022-05,IND/2022-06,IND/2022-07,IND/2022-08,IND/2022-09,IND/2022-10,IND/2022-11,IND/2022-12,IND/2023-01,IND/2023-02,IND/2023-03,IND/2023-04,IND/2023-05,IND/2023-06,IND/2023-07,IND/2023-08,IND/2023-09,IND/2023-10,IND/2023-11,IND/2023-12
data,,,56.25,53.00666667,49.76333333,46.52,55.13333333,63.74666667,72.36,70.58666667,68.81333333,67.04,63.72666667,60.41333333,57.1,53.60666667,50.11333333,46.62,55.29,63.96,72.63,70.53,68.43,66.33,62.80666667,59.28333333,55.76,52.54333333,49.32666667,46.11,55.12666667,64.14333333,73.16,71.44333333,69.72666667,68.01,65.00333333,61.99666667,58.99,54.91,50.83,46.75,55.56,64.37,73.18,71.43666667,69.69333333,67.95,64.57666667,61.20333333,57.83,54.27,50.71,47.15,55.86666667,64.58333333,73.3,71.12666667,68.95333333,66.78,63.52,60.26,57,53.21333333,49.42666667,45.64,54.74666667,63.85333333,72.96,71.03,69.1,67.17,63.95333333,60.73666667,57.52,54.06,50.6,47.14,56.03666667,64.93333333,73.83,71.76333333,69.69666667,67.63,63.78,59.93,56.08,52.80666667,49.53333333,46.26,55.45666667,64.65333333,73.85,72.01333333,70.17666667,68.34,64.77666667,61.21333333,57.65,54.25,50.85,47.45,56.17666667,64.90333333,73.63,71.78666667,69.94333333,68.1,64.21,60.32,56.43,53.22,50.01,46.8,55.89666667,64.99333333,74.09,71.87333333,69.65666667,67.44,63.61333333,59.78666667,55.96,52.73,49.5,46.27,55.09666667,63.92333333,72.75,71.18,69.61,68.04,64.14,60.24,56.34,53.13666667,49.93333333,46.73,55.69333333,64.65666667,73.62,71.57666667,69.53333333,67.49,63.91333333,60.33666667,56.76,53.39333333,50.02666667,46.66,55.71666667,64.77333333,73.83,71.72,69.61,67.5,64.06666667,60.63333333,57.2,53.85333333,50.50666667,47.16,56.03333333,64.90666667,73.78,71.96,70.14,68.32,64.71,61.1,57.49,54.03333333,50.57666667,47.12,55.89666667,64.67333333,73.45,71.72,69.99,68.26,,,,,,47.44,56.29,65.14,73.99,72.37333333,70.75666667,69.14,65.31666667,61.49333333,57.67,54.09333333,50.51666667,46.94,56.00666667,65.07333333,74.14,72.29,70.44,68.59,64.86666667,61.14333333,57.42,54.02333333,50.62666667,47.23,56.35,65.47,74.59,72.60666667,70.62333333,68.64,65.49,62.34,59.19,55.44666667,51.70333333,47.96,56.64333333,65.32666667,74.01,72.33,70.65,68.97,65.4,61.83,58.26,54.98333333,51.70666667,48.43,56.86666667,65.30333333,73.74,72.07666667,70.41333333,68.75,65.63666667,62.52333333,59.41,55.33666667,51.26333333,47.19,56.52333333,65.85666667,75.19,73.19,71.19,69.19,65.31666667,61.44333333,57.57,54.06333333,50.55666667,47.05,56.29333333,65.53666667,74.78,72.83,70.88,68.93,65.46333333,61.99666667,58.53,54.61333333,50.69666667,46.78,56.05333333,65.32666667,74.6,72.80333333,71.00666667,69.21,65.54,61.87,58.2,54.66666667,51.13333333,47.6,56.33333333,65.06666667,73.8,72.23666667,70.67333333,69.11,69.11,69.11
